Jname,Galactic Longitude (deg),Galactic Latitude (deg),RA (deg),dec (deg),P0 (s),P1,F0 (Hz),F1 (Hz/s),F2 (Hz/s^2),Distance (kpc),Age (yrs)
J1858-2216,13.581,-11.393,284.574497,-22.28233,0.002384013,3.80E-21,419.4608173,-6.69E-16,*,0.921,9.94E+09
J1858-5422,342.1,-22.701,284.5625,-54.34306,0.00236,*,423.728814,*,*,*,*
J1859+00,34.447,-1.568,284.95,0.63,0.5596363,*,1.786875,*,*,7.729,*
J1859+0026g,34.29,-1.7,284.99,0.43,0.00857,*,116.686114,*,*,6.506,*
J1859+0126g,35.098,-1.084,284.81,1.43,0.9577,*,1.044168,*,*,9.578,*
J1859+0239g,36.187,-0.539,284.82,2.65,0.05611,*,17.822135,*,*,4.653,*
J1859+0313g,36.725,-0.347,284.9,3.22,0.00161,*,621.118012,*,*,3.075,*
J1859+0345,37.169,-0.01,284.80296,3.7658,1.511508504,6.48E-16,0.661590721,-2.84E-16,*,6.25,3.70E+07
J1859+0430g,37.817,0.336,284.79,4.5,0.33629,*,2.973624,*,*,8.84,*
J1859+0434g,37.935,0.252,284.92,4.57,0.45834,*,2.181786,*,*,5.261,*
J1859+0601,39.245,0.903,284.9407,6.0295,1.044312702,2.55E-14,0.957567593,-2.34E-14,*,6.364,6.49E+05
J1859+0603,39.27,0.932,284.92555,6.06514,0.50856108,1.59E-15,1.966332148,-6.15E-15,*,9.003,5.07E+06
J1859+0658g,40.002,1.481,284.77,6.97,0.00511,*,195.694716,*,*,9.35,*
J1859+07,40.022,1.514,284.75,7,*,*,*,*,*,10.297,*
J1859+1526,47.637,5.181,284.93495,15.43639,0.933971582,3.93E-15,1.070696388,-4.50E-15,*,4.119,3.77E+06
J1859+7654,108.364,25.911,284.9001,76.91545,1.393729135,5.10E-17,0.71749953,-2.60E-17,*,5.985,4.37E+08
J1900-0051,33.238,-2.467,285.19435,-0.85233,0.385194095,1.42E-16,2.596093796,-9.58E-16,*,4.229,4.29E+07
J1900-0134,32.553,-2.721,285.10906,-1.57728,1.832332073,3.05E-14,0.545752604,-9.08E-15,*,4.854,9.52E+05
J1900+0213g,35.904,-0.937,285.05,2.22,0.03209,*,31.162356,*,*,5.725,*
J1900+0227,36.17,-0.925,285.16083,2.4589,0.374261575,5.71E-15,2.671928048,-4.07E-14,*,4.515,1.04E+06
J1900+0308,36.798,-0.658,285.210645,3.140022,0.004909239,5.90E-21,203.6975581,-2.45E-16,*,4.801,1.32E+10
J1900+0405g,37.617,-0.187,285.17,4.08,0.07238,*,13.815971,*,*,6.751,*
J1900+0438,38.067,0.169,285.05562,4.6463,0.312314406,3.23E-15,3.201901607,-3.31E-14,*,6.988,1.53E+06
J1900+0634,39.808,0.995,285.11681,6.57247,0.389869101,5.13E-15,2.564963463,-3.37E-14,*,8.595,1.21E+06
J1900+0715g,40.4,1.327,285.09,7.25,0.97044,*,1.03046,*,*,8.67,*
J1900-0933,25.413,-6.346,285.12996,-9.5634,1.423889144,2.26E-16,0.702301864,-1.12E-16,*,9.723,9.97E+07
J1900-2600,10.342,-13.451,285.198258,-26.01217,0.612209204,2.05E-16,1.633428561,-5.46E-16,-2.76E-27,0.7,4.74E+07
J1900+30,61.757,11.802,285.07,30.88,0.602227,*,1.660503,*,*,6.838,*
J1900-7951,314.322,-27.065,285.102,-79.8634,1.279193194,1.86E-15,0.781742746,-1.14E-15,*,2.375,1.09E+07
J1901+00,34.558,-2.003,285.38,0.53,0.777662,*,1.285906,*,*,7.232,*
J1901+0020g,34.352,-2.038,285.32,0.33,0.21481,*,4.655277,*,*,5.588,*
J1901+0124,35.381,-1.677,285.46894,1.4137,0.318817259,3.24E-15,3.13659305,-3.19E-14,*,6.597,1.56E+06
J1901-0125,32.817,-2.902,285.39083,-1.42472,0.00279,3.58E-20,358.422939,-4.59E-15,*,2.36,1.24E+09
J1901+0156,35.818,-1.367,285.392869,1.94395,0.288219159,2.36E-15,3.469581975,-2.84E-14,-1.60E-26,3.229,1.94E+06
J1901+0234,36.37,-1.048,285.36221,2.5809,0.885240281,2.30E-14,1.129636802,-2.94E-14,*,7.523,6.09E+05
J1901+0254,36.643,-0.855,285.3153,2.9114,1.29969345,4.60E-16,0.769412203,-2.70E-16,*,4.3,4.52E+07
J1901+0300,36.811,-0.974,285.4984033,3.0064789,0.007796776,4.57E-20,128.2581373,-7.52E-16,*,5.304,2.70E+09
J1901-0312,31.192,-3.646,285.31531,-3.2082,0.355725187,2.29E-15,2.811158832,-1.81E-14,*,3.778,2.46E+06
J1901-0315,31.152,-3.669,285.318,-3.254,0.801693097,2.57E-15,1.247360123,-4.00E-15,*,8.445,4.94E+06
J1901+0315g,36.979,-0.768,285.39,3.25,0.81982,*,1.21978,*,*,6.487,*
J1901+0320,36.999,-0.613,285.2625,3.3383,0.636584478,5.20E-16,1.570883416,-1.29E-15,*,5.886,1.93E+07
J1901+0331,37.213,-0.637,285.382421,3.518325,0.655450239,7.46E-15,1.52566883,-1.74E-14,3.24E-25,7,1.39E+06
J1901+0355,37.58,-0.444,285.37838,3.933,0.554756465,1.27E-14,1.802592783,-4.14E-14,*,6.685,6.90E+05
J1901+0413,37.806,-0.232,285.2929,4.2308,2.663079683,1.32E-13,0.375505099,-1.86E-14,*,5.342,3.21E+05
J1901+0435,38.167,-0.148,285.3842,4.59,0.690576358,8.67E-15,1.448065791,-1.82E-14,*,8.724,1.26E+06
J1901+0459,38.49,0.087,285.32279,4.9852,0.87704381,1.57E-14,1.140193897,-2.04E-14,*,12.063,8.86E+05
J1901+0510,38.737,0.025,285.491,5.1761,0.614756694,3.11E-14,1.626659798,-8.23E-14,*,5.919,3.13E+05
J1901+0511,38.715,0.084,285.4288,5.1834,4.60036899,2.53E-14,0.217373868,-1.20E-15,*,5.831,2.88E+06
J1901+0621,39.687,0.756,285.2748,6.3553,0.832001949,1.80E-17,1.201920261,-2.60E-17,*,2.942,7.32E+08
J1901+0659g,40.282,0.973,285.35,6.98,0.07573,*,13.204807,*,*,3.829,*
J1901+0712g,40.484,1.054,285.38,7.2,1.03771,*,0.96366,*,*,8.903,*
J1901+0716,40.569,1.056,285.41224,7.27633,0.643998664,2.29E-15,1.552798254,-5.51E-15,3.56E-25,3.4,4.46E+06
J1901-0906,25.979,-6.441,285.4708696,-9.103096,1.781927762,1.64E-15,0.561189977,-5.16E-16,1.30E-27,1.923,1.72E+07
J1901+1306,45.786,3.683,285.45321,13.11342,1.830857453,1.31E-16,0.546192167,-3.90E-17,*,2.503,2.21E+08
J1901-1740,18.138,-10.071,285.3251,-17.6667,1.95685759,8.23E-16,0.51102339,-2.15E-16,*,0.894,3.77E+07
J1902+0235,36.498,-1.282,285.629425,2.58743,0.415394228,9.48E-17,2.407351699,-5.49E-16,*,6.066,6.94E+07
J1902+0248,36.738,-1.249,285.7094,2.8156,1.223777454,2.41E-15,0.817142036,-1.61E-15,*,5.99,8.06E+06
J1902-0340,30.958,-4.209,285.7113,-3.6717,1.524672106,2.00E-15,0.655878727,-8.60E-16,*,4.049,1.21E+07
J1902+0556,39.501,0.21,285.677585,5.94053,0.746577356,1.29E-14,1.339445928,-2.31E-14,5.29E-26,3.6,9.19E+05
J1902+0615,39.814,0.336,285.709488,6.275947,0.673505459,7.71E-15,1.48476896,-1.70E-14,0.00E+00,7,1.38E+06
J1902+0723,40.742,0.984,285.5564,7.3975,0.487812628,2.10E-16,2.04996743,-8.80E-16,*,3.328,3.68E+07
J1902+0809g,41.423,1.305,285.58,8.15,0.19023,*,5.256794,*,*,13.851,*
J1902-1036,24.716,-7.291,285.67666,-10.60361,0.786813538,7.54E-15,1.270949153,-1.22E-14,*,4.074,1.65E+06
J1902+1141,44.537,2.984,285.50917,11.68486,0.409140183,2.59E-15,2.444150053,-1.55E-14,*,13.888,2.50E+06
J1902-5105,345.65,-22.379,285.5118675,-51.0991582,0.0017424,9.20E-21,573.921045,-3.03E-15,*,1.645,3.00E+09
J1903+0135,35.727,-1.955,285.874942,1.594036,0.729306961,4.03E-15,1.371164755,-7.57E-15,*,3.3,2.87E+06
J1903-0258,31.659,-4.038,285.87643,-2.971,0.301458774,6.79E-16,3.317203167,-7.47E-15,*,4.069,7.03E+06
J1903+0327,37.336,-1.014,285.7741384,3.455335864,0.002149912,1.88E-20,465.1352383,-4.07E-15,6.10E-26,7,1.81E+09
J1903+0415,38.088,-0.732,285.868,4.25211,1.151398592,2.27E-16,0.868508966,-1.71E-16,*,7.599,8.04E+07
J1903+0433g,38.335,-0.561,285.83,4.55,14.0499,*,0.071175,*,*,4.437,*
J1903+0534g,39.257,-0.132,285.87,5.57,0.35765,*,2.79603,*,*,5.883,*
J1903+0601,39.65,0.109,285.83697,6.02611,0.374117028,1.92E-14,2.672960396,-1.37E-13,*,5.887,3.09E+05
J1903-0632,28.479,-5.679,285.908058,-6.53931,0.431889309,3.38E-15,2.315408091,-1.81E-14,0.00E+00,12.449,2.02E+06
J1903+0654,40.502,0.388,285.9803,6.9109,0.791232253,1.06E-14,1.263851412,-1.69E-14,*,5.923,1.18E+06
J1903+0839g,42.041,1.197,285.97,8.65,0.00462,*,216.450216,*,*,5.312,*
J1903+0845g,42.1,1.301,285.9,8.75,0.15314,*,6.529973,*,*,4.297,*
J1903-0848,26.382,-6.601,285.79696,-8.8159,0.887324641,1.33E-15,1.126983242,-1.69E-15,*,2.611,1.06E+07
J1903+0851g,42.129,1.464,285.77,8.85,1.23197,*,0.811708,*,*,2.548,*
J1903+0912,42.522,1.49,285.92542,9.21158,0.166314478,1.48E-14,6.012705647,-5.36E-13,*,11.845,1.78E+05
J1903+0925,42.743,1.543,285.9799,9.4319,0.35715482,3.69E-14,2.799906212,-2.89E-13,*,6.256,1.53E+05
J1903+2225,54.363,7.427,285.97062,22.42008,0.651185384,4.45E-16,1.535661003,-1.05E-15,*,5.756,2.32E+07
J1903-7051,324.391,-26.508,285.9116396,-70.8620725,0.003597898,1.04E-20,277.9400624,-8.06E-16,*,0.93,5.46E+09
J1904+0004,34.45,-2.811,286.052992,0.068136,0.139524667,1.18E-16,7.167191468,-6.06E-15,*,6.364,1.87E+07
J1904+0056,35.224,-2.387,286.02942,0.9497,0.438089457,4.00E-18,2.282638817,-2.10E-17,*,4.242,1.74E+09
J1904-0150,32.828,-3.841,286.23148,-1.84236,0.379387162,8.90E-16,2.635829834,-6.18E-15,*,5.305,6.76E+06
J1904+0207g,36.333,-1.99,286.18,2.12,0.00504,*,198.412698,*,*,5.999,*
J1904+0358g,37.936,-1.061,286.09,3.97,0.75154,*,1.330601,*,*,12.102,*
J1904+0412,38.163,-0.988,286.130758,4.20164,0.071094897,1.10E-19,14.06570706,-2.20E-17,*,4.578,1.02E+10
J1904+0415g,38.157,-0.872,286.02,4.25,0.23145,*,4.320588,*,*,9.609,*
J1904+0451,38.806,-0.787,286.2474367,4.865265,0.006092368,5.70E-21,164.1397912,-1.54E-16,*,4.401,1.69E+10
J1904+0519g,39.109,-0.39,286.03,5.32,1.68053,*,0.59505,*,*,2.5,*
J1904+0535g,39.43,-0.43,286.22,5.58,0.60376,*,1.656287,*,*,2.429,*
J1904+0553g,39.63,-0.164,286.07,5.88,0.00491,*,203.665988,*,*,4.013,*
J1904+0603g,39.845,-0.216,286.22,6.05,1.97493,*,0.506347,*,*,6.075,*
J1904+0738,41.18,0.68,286.031387,7.647692,0.208958332,4.11E-16,4.785643099,-9.41E-15,*,6.154,8.06E+06
J1904+0800,41.498,0.863,286.01458,8.0146,0.263344726,1.73E-14,3.797304072,-2.50E-13,*,10.966,2.41E+05
J1904+0823g,41.903,0.884,286.18,8.38,1.50773,*,0.663249,*,*,1.838,*
J1904+0836g,42.078,1.016,286.15,8.6,0.00444,*,225.225225,*,*,2.926,*
J1904+0852g,42.353,1.066,286.23,8.87,0.00619,*,161.550889,*,*,5.894,*
J1904+1011,43.433,1.865,286.01037,10.19294,1.856569717,2.76E-16,0.538627767,-8.00E-17,*,5.496,1.07E+08
J1904-11,24.1,-8.101,286.14167,-11.50944,0.00262,*,381.679389,*,*,4.659,*
J1904-1224,23.291,-8.49,286.13867,-12.4004,0.750808122,7.42E-16,1.331898218,-1.32E-15,-3.00E-27,7.274,1.60E+07
J1904-1629,19.59,-10.332,286.21404,-16.4886,1.541412044,3.19E-15,0.648755797,-1.34E-15,*,25,7.66E+06
J1904+33,64.058,11.973,286,0.417,mss+20,*,mss+20,*,*,,
J1905-0056,33.69,-3.551,286.36563,-0.94467,0.643183348,3.06E-15,1.554766619,-7.40E-15,*,7.644,3.33E+06
J1905+0154A,36.208,-2.201,286.3142,1.909,0.003192941,*,313.1908972,*,*,7.59,*
J1905+0400,38.095,-1.289,286.367806,4.00302306,0.003784405,4.91E-21,264.2423461,-3.43E-16,*,1.064,1.22E+10
J1905+0414,38.246,-1.079,286.25,4.23333,*,*,*,*,*,9.081,*
J1905+0450g,38.891,-1.021,286.5,4.83,0.7833,*,1.27665,*,*,9.912,*
J1905+0600,39.838,-0.277,286.2681,6.0166,0.441209732,1.11E-15,2.26649579,-5.71E-15,*,8.797,6.28E+06
J1905+0616,40.069,-0.169,286.27854,6.27131,0.989706023,1.35E-13,1.010401045,-1.38E-13,*,4.952,1.16E+05
J1905+0656g,40.73,-0.005,286.44,6.93,2.51165,*,0.398145,*,*,1.041,*
J1905+0709,40.944,0.065,286.47343,7.15538,0.648040054,4.94E-15,1.543114493,-1.18E-14,6.70E-25,4.98,2.08E+06
J1905+0758g,41.654,0.458,286.45,7.97,1.19276,*,0.838392,*,*,4.807,*
J1905+0902,42.555,1.056,286.331396,9.04236,0.218252913,3.50E-15,4.581840342,-7.34E-14,*,11.553,9.88E+05
J1905+0920g,42.794,1.228,286.29,9.33,0.17047,*,5.866135,*,*,11.55,*
J1905+0936g,43.061,1.292,286.35,9.6,1.63451,*,0.611804,*,*,12.298,*
J1905+1034,43.919,1.755,286.33594,10.57436,1.726810204,2.07E-14,0.579102439,-6.94E-15,*,6.91,1.32E+06
J1906+0055,35.505,-3,286.7028355,0.9188572,0.002789552,3.32E-21,358.4804471,-4.27E-16,*,4.477,1.33E+10
J1906+0414,38.478,-1.51,286.7408,4.24151,1.043361629,1.15E-14,0.958440461,-1.05E-14,*,10.069,1.44E+06
J1906+0454,39.045,-1.167,286.6964154,4.9025117,0.002083278,2.98E-21,480.012672,-6.87E-16,*,4.092,1.11E+10
J1906+0509,39.291,-1.083,286.7354,5.15989,0.397589683,5.22E-15,2.515155807,-3.30E-14,*,3.091,1.21E+06
J1906+0641,40.604,-0.304,286.646854,6.68414,0.267275008,2.14E-15,3.741464668,-2.99E-14,-6.80E-27,7,1.98E+06
J1906+0646g,40.639,-0.192,286.56,6.77,0.35552,*,2.812781,*,*,5.317,*
J1906+0649,40.69,-0.152,286.54987,6.83,1.28656438,1.52E-16,0.777263863,-9.20E-17,*,4.966,1.34E+08
J1906+0722,41.216,0.031,286.63,7.38217,0.111524136,3.59E-14,8.966668843,-2.88E-12,3.18E-23,*,4.92E+04
J1906+0724,41.222,0.074,286.59407,7.40633,1.536490138,3.00E-15,0.650833986,-1.27E-15,*,6.929,8.12E+06
J1906+0746,41.598,0.147,286.70358,7.77386,0.144073155,2.03E-14,6.940918295,-9.76E-13,5.00E-23,7.4,1.13E+05
J1906+0757g,41.737,0.26,286.67,7.95,0.05719,*,17.485574,*,*,2.465,*
J1906+0822g,42.104,0.459,286.66,8.37,0.43344,*,2.307124,*,*,7.037,*
J1906+0912,42.84,0.884,286.61858,9.2157,0.77534459,1.32E-16,1.289749117,-2.20E-16,*,7.414,9.29E+07
J1906+1854,51.501,5.251,286.68629,18.90236,1.019092771,2.05E-16,0.981264933,-1.98E-16,*,6.721,7.86E+07
J1907+0249,37.306,-2.323,286.92512,2.8281,0.35187944,1.14E-15,2.841882437,-9.17E-15,*,8.751,4.91E+06
J1907+0255,37.339,-2.192,286.82458,2.9174,0.618760636,2.23E-16,1.616133834,-5.82E-16,*,7.986,4.40E+07
J1907+0345,38.075,-1.796,286.8106,3.75294,0.240153263,8.22E-15,4.164007545,-1.43E-13,*,9.481,4.63E+05
J1907+0534,39.717,-0.988,286.8472,5.581,1.138402713,3.15E-15,0.878423767,-2.43E-15,*,11.835,5.73E+06
J1907+0602,40.182,-0.894,286.97808,6.03803,0.106632746,8.68E-14,9.377982234,-7.64E-12,1.88E-22,2.37,1.95E+04
J1907+0631,40.515,-0.484,286.7659,6.52192,0.323648024,4.52E-13,3.089776314,-4.32E-12,*,3.4,1.13E+04
J1907+0658g,40.967,-0.39,286.89,6.97,0.21834,*,4.580013,*,*,7.715,*
J1907+0709g,41.173,-0.39,286.99,7.15,0.3441,*,2.906132,*,*,5.397,*
J1907+0731,41.5,-0.211,286.97829,7.52275,0.36367633,1.84E-14,2.749697788,-1.39E-13,*,4.994,3.13E+05
J1907+0740,41.613,-0.102,286.93382,7.6729,0.574697952,6.71E-16,1.740044482,-2.03E-15,*,5.81,1.36E+07
J1907+0833,42.431,0.262,286.987683,8.566664,0.167627579,3.70E-15,5.96560544,-1.32E-13,*,8.31,7.19E+05
J1907+0859,42.707,0.661,286.75797,8.9955,1.527042271,5.54E-15,0.654860719,-2.38E-15,*,4.989,4.36E+06
J1907+0918,43.024,0.73,286.843504,9.308544,0.22610711,9.43E-14,4.422682684,-1.84E-12,*,8.223,3.80E+04
J1907+0919,43.021,0.766,286.80971,9.32225,5.198346,9.20E-11,0.19236888,-3.40E-12,*,*,895
J1907+1149,45.29,1.832,286.9074,11.827,1.420160341,1.60E-13,0.704145842,-7.92E-14,*,7.551,1.41E+05
J1907+1247,46.099,2.373,286.79458,12.79331,0.827097371,1.95E-15,1.20904749,-2.85E-15,*,10.526,6.73E+06
J1907-1532,20.7,-10.413,286.77825,-15.5375,0.632235329,3.08E-15,1.58168953,-7.72E-15,*,3.475,3.25E+06
J1907+4002,70.948,14.203,286.8944,40.03492,1.235757453,5.41E-16,0.809220287,-3.54E-16,-2.90E-28,2.46,3.62E+07
J1907+57,87.484,20.459,286.75,57,0.424,*,2.358491,*,*,6.706,*
J1908+0128,36.17,-3.08,287.0783486,1.4729761,0.004702324,5.27E-20,212.6607909,-2.38E-15,*,2.627,1.41E+09
J1908+0457,39.267,-1.468,287.0673,4.9614,0.846792846,9.80E-16,1.180926368,-1.37E-15,*,11.278,1.37E+07
J1908+0500,39.293,-1.403,287.02151,5.01512,0.291020787,2.59E-15,3.436180663,-3.05E-14,*,5.845,1.78E+06
J1908+0558,40.141,-0.949,287.00832,5.97609,0.168677559,2.28E-15,5.928470913,-8.01E-14,*,10.615,1.17E+06
J1908+0734,41.585,-0.27,287.070875,7.57066,0.212352673,8.25E-16,4.709147214,-1.83E-14,*,0.669,4.08E+06
J1908+0811g,42.18,-0.087,287.18,8.18,0.18164,*,5.505395,*,*,5.643,*
J1908+0833,42.469,0.171,287.08733,8.55875,0.512110723,1.99E-15,1.952702717,-7.58E-15,*,11.32,4.08E+06
J1908+0839,42.56,0.229,287.07713,8.6664,0.185397244,2.39E-15,5.39382344,-6.94E-14,*,8.272,1.23E+06
J1908+0909,42.972,0.494,287.03099,9.15344,0.336554652,3.49E-14,2.971285629,-3.08E-13,1.20E-24,8.906,1.53E+05
J1908+0916,43.173,0.361,287.2448,9.2706,0.830269885,9.80E-17,1.204427643,-1.40E-16,*,5.561,1.34E+08
J1908+0949g,43.562,0.797,287.03,9.82,0.00905,*,110.497238,*,*,6.001,*
J1908+1035g,44.271,1.096,287.1,10.58,0.01069,*,93.54537,*,*,0.671,*
J1908+1351,47.206,2.558,287.14712,13.8611,3.174831829,3.70E-15,0.314977313,-3.67E-16,*,6.884,1.36E+07
J1908+2105,53.692,5.775,287.238725,21.0840906,0.002564393,1.38E-20,389.9558798,-2.10E-15,*,2.601,2.94E+09
J1908+2351,56.144,7.112,287.1331,23.8616,0.377578026,1.70E-17,2.648459209,-1.19E-16,*,5.405,3.52E+08
J1909+0007,35.123,-3.977,287.396907,0.13271,1.016948362,5.52E-15,0.983334098,-5.34E-15,1.70E-28,4.358,2.92E+06
J1909+0254,37.605,-2.713,287.409627,2.91408,0.989831207,5.53E-15,1.010273259,-5.64E-15,7.41E-26,4.5,2.84E+06
J1909+0616,40.62,-1.21,287.46337,6.2811,0.755992761,2.06E-14,1.322763989,-3.60E-14,*,9.559,5.82E+05
J1909+0641,40.941,-0.94,287.37105,6.6905,0.741761952,3.22E-15,1.348141404,-5.86E-15,*,1.325,3.65E+06
J1909+0657g,41.143,-0.765,287.31,6.95,1.24589,*,0.802639,*,*,1.806,*
J1909+0749,41.909,-0.34,287.2842,7.8256,0.237161293,1.52E-13,4.216539666,-2.70E-12,*,8.286,2.47E+04
J1909+0905g,43.083,0.127,287.41,9.08,1.49488,*,0.66895,*,*,5.363,*
J1909+0912,43.164,0.258,287.333,9.2149,0.222949273,3.58E-14,4.485325227,-7.20E-13,*,7.608,9.87E+04
J1909+0930g,43.468,0.291,287.45,9.5,2.02078,*,0.494858,*,*,8.378,*
J1909+1102,44.832,0.992,287.452845,11.0341789,0.283642112,2.64E-15,3.525569576,-3.28E-14,1.00E-24,4.8,1.70E+06
J1909+1132g,45.253,1.265,287.4,11.53,0.0068,*,147.058824,*,*,8.104,*
J1909+1148,45.494,1.416,287.380746,11.81663,0.448945467,7.25E-17,2.227442025,-3.60E-16,*,7.126,9.81E+07
J1909+1205,45.78,1.472,287.4645,12.0964,1.229312421,3.40E-15,0.813462862,-2.25E-15,*,10.13,5.73E+06
J1909+1450,48.181,2.827,287.3623,14.8494,0.996107795,2.19E-16,1.003907413,-2.21E-16,*,4.411,7.21E+07
J1909+1859,51.852,4.749,287.32752,18.98632,0.542451096,9.70E-17,1.843484154,-3.30E-16,*,2.447,8.86E+07
J1909-3744,359.731,-19.596,287.4476345,-37.73738437,0.002947108,1.40E-20,339.3156871,-1.61E-15,*,1.14,3.33E+09
J1910-0112,34.009,-4.736,287.5654,-1.202,1.360602928,1.80E-16,0.734968285,-9.60E-17,*,8.105,1.21E+08
J1910+0225,37.229,-3.057,287.54316,2.42322,0.337854845,2.62E-16,2.959850995,-2.30E-15,*,7.932,2.04E+07
J1910-0309,32.28,-5.681,287.623717,-3.16503,0.504606055,2.19E-15,1.981743955,-8.61E-15,-2.20E-25,14.441,3.65E+06
J1910+0358,38.606,-2.339,287.53777,3.9745,2.330262821,4.47E-15,0.429136143,-8.23E-16,1.40E-26,2.859,8.26E+06
J1910+0435,39.158,-2.062,287.54613,4.59153,0.664679416,1.72E-14,1.504484681,-3.90E-14,*,11.322,6.11E+05
J1910+0517,39.838,-1.835,287.65795,5.29892,0.308047947,7.31E-16,3.246247901,-7.70E-15,7.50E-24,11.021,6.68E+06
J1910+0534,40.056,-1.668,287.6105,5.5692,0.452867354,1.92E-15,2.208152103,-9.38E-15,*,21.255,3.73E+06
J1910-0556,29.762,-6.885,287.56885,-5.94164,0.557609248,5.96E-16,1.793370543,-1.92E-15,*,3.822,1.48E+07
J1910+0710,41.461,-0.879,287.5578,7.17956,0.538646788,2.05E-16,1.856504155,-7.07E-16,*,5.974,4.16E+07
J1910+0714,41.52,-0.87,287.57749,7.23661,2.712422838,6.12E-15,0.368674082,-8.32E-16,*,3.679,7.02E+06
J1910+0728,41.74,-0.772,287.592,7.47697,0.325415322,8.31E-15,3.072996053,-7.84E-14,*,6.233,6.21E+05
J1910+1017,44.25,0.517,287.60885,10.298358,0.411158866,5.42E-15,2.432149914,-3.20E-14,*,13.677,1.20E+06
J1910+1026,44.426,0.503,287.70314,10.44792,0.531493034,2.57E-13,1.881492204,-9.10E-13,*,15.743,3.28E+04
J1910+1054g,44.737,0.886,287.5,10.9,0.00387,*,258.397933,*,*,4.372,*
J1910+1117g,45.126,0.968,287.61,11.28,1.32152,*,0.756704,*,*,7.889,*
J1910+1231,46.205,1.591,287.55641,12.5278,1.441741593,8.23E-15,0.693605571,-3.96E-15,1.40E-27,8.139,2.78E+06
J1910+1256,46.564,1.795,287.5404229,12.94040385,0.004983584,9.68E-21,200.6588053,-3.90E-16,*,1.496,8.16E+09
J1910+56,87.575,19.955,287.67,56.92,0.3419,*,2.924832,*,*,1.482,*
J1910-5959A,336.525,-25.73,287.9281484,-59.97413969,0.003266187,2.95E-21,306.1674458,-2.76E-16,*,4.125,1.76E+10
J1910-5959B,336.494,-25.628,287.716898,-59.9835725,0.008357799,-7.90E-19,119.6487328,1.13E-14,*,4.125,*
J1910-5959C,336.464,-25.662,287.7731467,-60.0165833,0.005277327,2.16E-21,189.4898711,-7.76E-17,*,4.125,3.87E+10
J1910-5959D,336.493,-25.629,287.718401,-59.9848553,0.009035285,9.64E-19,110.677192,-1.18E-14,*,4.125,1.48E+08
J1910-5959E,336.494,-25.628,287.717322,-59.9839131,0.004571766,-4.34E-19,218.7338576,2.08E-14,*,4.125,*
J1910-5959F,336.491,-25.629,287.716942,-59.985917,0.008485494,7.41E-19,117.848178,-1.03E-14,-9.37E-26,4.125,1.81E+08
J1911+00,35.808,-4.247,287.95,0.62,6.94,*,0.1441,*,*,4.047,*
J1911+0101A,36.111,-3.918,287.7962065,1.0360392,0.003618524,-6.58E-21,276.3557546,5.03E-16,*,8.41,*
J1911+0101B,36.109,-3.926,287.8023854,1.030678,0.005384326,-2.00E-21,185.7242772,6.90E-17,*,8.41,*
J1911+0751g,42.225,-0.896,287.93,7.85,0.79691,*,1.254847,*,*,5.573,*
J1911+0921,43.576,-0.207,287.9437,9.36578,0.273706758,1.75E-17,3.653545154,-2.34E-16,*,6.412,2.48E+08
J1911+0925,43.654,-0.227,287.9978,9.42561,0.323857547,3.55E-15,3.087777352,-3.38E-14,*,8.147,1.45E+06
J1911+0939g,43.812,-0.045,287.91,9.65,0.36547,*,2.736203,*,*,10.593,*
J1911+1051,44.89,0.499,287.92609,10.85743,0.190872845,1.22E-14,5.239089931,-3.34E-13,*,10.118,2.49E+05
J1911-1114,25.137,-9.579,287.955343,-11.2395781,0.003625746,1.40E-20,275.805338,-1.06E-15,*,1.069,4.12E+09
J1911+1252g,46.645,1.479,287.87,12.87,0.02724,*,36.71072,*,*,2.167,*
J1911+1301,46.792,1.538,287.88225,13.02406,1.010461733,1.89E-15,0.989646581,-1.85E-15,*,11.653,8.47E+06
J1911+1336,47.368,1.712,287.998087,13.615278,0.299992041,1.59E-16,3.333421769,-1.76E-15,*,10.42,3.00E+07
J1911+1347,47.518,1.809,287.9800145,13.79287662,0.004625962,1.69E-20,216.1712306,-7.91E-16,*,1.365,4.33E+09
J1911+1758,51.238,3.738,287.98079,17.97939,0.460405819,1.31E-17,2.171996876,-6.20E-17,*,1.955,5.57E+08
J1912+0934g,43.858,-0.313,288.17,9.57,0.89747,*,1.114243,*,*,4.025,*
J1912-0952,26.415,-9.067,288.0510342,-9.881041,0.025068048,2.86E-20,39.89141834,-4.55E-17,*,9.446,1.39E+10
J1912+1036,44.794,0.152,288.19304,10.61156,0.409349486,1.58E-14,2.442900344,-9.41E-14,*,4.154,4.11E+05
J1912+1105g,45.173,0.444,288.11,11.08,0.67071,*,1.490957,*,*,4.348,*
J1912+1417g,48.022,1.904,288.13,14.28,0.00317,*,315.457413,*,*,2.164,*
J1912+2104,54.086,4.989,288.1805796,21.0760906,2.232969028,1.02E-14,0.447834245,-2.04E-15,-2.67E-27,3.369,3.48E+06
J1912+2525,57.933,7.042,288.07761,25.41726,0.621976245,2.25E-16,1.607778445,-5.82E-16,*,2.15,4.38E+07
J1913-0440,31.307,-7.124,288.475723,-4.679911,0.825935803,4.07E-15,1.210747853,-5.96E-15,1.61E-26,4.041,3.22E+06
J1913+0446,39.736,-2.79,288.46175,4.7683,1.616129872,2.79E-13,0.618762154,-1.07E-13,*,4.338,9.18E+04
